-1 , 0
-0.278075 , 0
0 , 0
0.524064 , 0
4.20053 , 0
8.55882 , 0
18.1845 , 0
29.0802 , 0
0.00256952 , 0

-0.540417 , -0.843954
-0.58354 , -0.120351
0 , 0
0.773351 , -0.0718873
4.64163 , -0.40457
9.01289 , -0.521646
18.6427 , -0.615615
29.5392 , -0.662624
0.00237953 , 0.00333061

0.414641 , -0.917359
-0.308932 , -0.992066
0 , 0
1.15542 , 0.413568
5.54135 , -0.0417212
9.9514 , -0.273119
19.5936 , -0.460723
30.4926 , -0.554714
0.00820957 , 0.00211697

0.996431 , -0.161204
1.10348 , -0.877405
0 , 0
0.959516 , 1.36063
6.03137 , 1.14446
10.5056 , 0.804225
20.1685 , 0.523657
31.0715 , 0.382735
-0.00485742 , -0.0177854

0.682884 , 0.73784
1.38906 , 0.888199
0 , 0
-0.121429 , 2.02917
5.59027 , 2.46425
10.1536 , 2.02335
19.8453 , 1.65082
30.7539 , 1.46305
-0.0982461 , -0.195854

-0.248175 , 0.965013
-0.439618 , 1.66487
0 , 0
-1.59672 , 1.66765
4.4968 , 3.0999
9.17307 , 2.56912
18.9018 , 2.10598
29.8177 , 1.87145
-0.349368 , -0.59361

-0.945202 , 0.297035
-1.63804 , 0.0759612
0 , 0
-2.46338 , 0.215823
3.60367 , 2.82523
8.41573 , 2.2179
18.1896 , 1.66581
29.1144 , 1.38465
-0.317033 , -1.47739

-0.751677 , -0.650103
-0.498987 , -1.32804
0 , 0
-2.01757 , -1.4926
3.56882 , 2.25346
8.53814 , 1.5853
18.3652 , 0.946263
29.3005 , 0.618639
0.518098 , -2.36974

0.146444 , -0.991884
0.806112 , -0.697771
0 , 0
-0.51553 , -2.36168
4.20793 , 2.26646
9.35442 , 1.55548
19.2426 , 0.831834
30.19 , 0.457917
1.92958 , -2.478

0.914426 , -0.42655
0.582926 , 0.219558
0 , 0
1.04004 , -1.94373
4.68813 , 3.16348
10.0299 , 2.42984
19.9872 , 1.62423
30.9483 , 1.20423
3.06878 , -1.55895

0.860533 , 0.523368
0.227931 , 0.165273
0 , 0
1.73902 , -0.721153
4.31974 , 4.41966
9.87307 , 3.68548
19.9071 , 2.8009
30.8835 , 2.33504
3.23664 , -0.176126

0.0304462 , 0.99832
0.417889 , 0.387956
0 , 0
1.41907 , 0.370429
3.15071 , 5.17331
8.92961 , 4.4625
19.0482 , 3.50225
30.0415 , 2.99079
2.47173 , 0.777899

-0.823799 , 0.551725
-0.239272 , 0.976677
0 , 0
0.691677 , 0.713816
1.93548 , 4.97593
7.95172 , 4.31398
18.1623 , 3.28168
29.1741 , 2.7249
1.51657 , 0.824986

-0.902484 , -0.412219
-1.35977 , 0.152541
0 , 0
0.321632 , 0.495129
1.47634 , 4.22998
7.73926 , 3.64376
18.0493 , 2.54334
29.0812 , 1.94155
1.15772 , 0.332732

-0.133132 , -0.991299
-0.678514 , -1.47118
0 , 0
0.461602 , 0.41072
1.84846 , 3.83616
8.36486 , 3.35371
18.7816 , 2.18942
29.8352 , 1.54294
1.45093 , 0.151921

0.762571 , -0.659265
1.26802 , -1.1755
0 , 0
0.563514 , 0.849684
2.333 , 4.31947
9.107 , 3.96974
19.6375 , 2.74612
30.7144 , 2.05531
1.65998 , 0.723051

0.972106 , 0.268627
1.45607 , 0.806037
0 , 0
0.0344849 , 1.4665
2.12033 , 5.36363
9.15334 , 5.17626
19.8046 , 3.89816
30.9063 , 3.16341
0.995353 , 1.56999

0.30681 , 0.95309
-0.256778 , 1.41246
0 , 0
-1.10915 , 1.50754
1.02476 , 6.12858
8.3154 , 6.13367
19.0942 , 4.80622
30.2223 , 4.02794
-0.50298 , 1.59818

-0.636172 , 0.762201
-1.07105 , 0.181021
0 , 0
-2.13715 , 0.519245
-0.353516 , 5.98189
7.19052 , 6.20973
18.1034 , 4.83835
29.2595 , 4.01696
-1.61509 , 0.281123

-0.980971 , -0.141275
-0.379488 , -0.540896
0 , 0
-2.14994 , -1.11415
-1.13559 , 5.08605
6.65478 , 5.56688
17.7082 , 4.15728
28.8938 , 3.29325
-1.42101 , -1.47431

-0.402267 , -0.913046
-0.0398441 , -0.286483
0 , 0
-0.914633 , -2.34575
-0.993082 , 4.28536
7.03371 , 5.04911
18.2338 , 3.60727
29.4505 , 2.70108
-0.109573 , -2.63262

0.55227 , -0.841391
-0.0936465 , -0.506921
0 , 0
0.838637 , -2.3367
-0.470616 , 4.29177
7.77986 , 5.36784
19.1325 , 3.90001
30.3819 , 2.95217
1.53418 , -2.61895

1.00925 , -0.00660549
0.703413 , -0.664195
0 , 0
2.01515 , -1.15063
-0.438565 , 5.02549
8.02011 , 6.44248
19.5311 , 4.95516
30.8147 , 3.9662
2.56632 , -1.62644

0.559197 , 0.833444
1.23046 , 0.567799
0 , 0
2.00671 , 0.356877
-1.30345 , 5.72942
7.34521 , 7.5149
19.02 , 6.01484
30.3393 , 4.98532
2.55503 , -0.484002

-0.397649 , 0.911723
-0.172386 , 1.60031
0 , 0
1.0919 , 1.23418
-2.66217 , 5.6375
6.15565 , 7.81777
17.9996 , 6.31199
29.3561 , 5.24248
1.89116 , -0.00610576

-0.980564 , 0.14099
-1.68133 , 0.336313
0 , 0
0.139925 , 1.17346
-3.63122 , 4.66372
5.33243 , 7.26359
17.3504 , 5.75932
28.7457 , 4.65044
1.44845 , -0.315693

-0.639543 , -0.762782
-0.80306 , -1.46863
0 , 0
-0.19757 , 0.694495
-3.65792 , 3.52548
5.42583 , 6.56807
17.6226 , 5.07278
29.0581 , 3.92517
1.76853 , -0.728228

0.299539 , -0.958723
1.0114 , -1.07878
0 , 0
-0.0592148 , 0.52022
-3.06563 , 3.06533
6.11026 , 6.57185
18.4903 , 5.09322
29.9675 , 3.90752
2.51393 , -0.436154

0.969366 , -0.281381
1.04786 , 0.439549
0 , 0
-0.0906461 , 0.809372
-2.71927 , 3.45057
6.5187 , 7.44012
19.0861 , 5.98605
30.6067 , 4.76294
2.80181 , 0.683033

0.768356 , 0.649083
0.0425446 , 0.696962
0 , 0
-0.698653 , 1.04892
-3.2182 , 4.06309
6.04985 , 8.55249
18.8086 , 7.13108
30.3739 , 5.87127
2.01309 , 1.94266

-0.127305 , 0.988756
-0.141367 , 0.26503
0 , 0
-1.59374 , 0.586623
-4.3842 , 4.06119
4.88023 , 9.06485
17.8339 , 7.68438
29.4454 , 6.38859
0.320276 , 2.37901

-0.901143 , 0.411948
-0.179682 , 0.442698
0 , 0
-1.95963 , -0.680438
-5.39894 , 3.12157
3.82662 , 8.65129
16.9784 , 7.32022
28.6376 , 5.98921
-1.36357 , 1.44421

-0.825878 , -0.552007
-0.897358 , 0.170326
0 , 0
-1.18262 , -2.0315
-5.5335 , 1.77608
3.61661 , 7.84096
16.9696 , 6.56792
28.6779 , 5.20246
-1.84192 , -0.504882

0.0238292 , -1.00181
-0.696147 , -1.10335
0 , 0
0.467763 , -2.45845
-4.86111 , 0.928661
4.17587 , 7.53494
17.7327 , 6.32874
29.4916 , 4.92963
-0.716763 , -2.00541

0.85556 , -0.534624
0.991617 , -1.24493
0 , 0
1.97743 , -1.56542
-4.17297 , 0.984901
4.71234 , 8.13592
18.4753 , 7.00549
30.2862 , 5.57355
0.804095 , -2.12735

0.918314 , 0.41464
1.61792 , 0.594881
0 , 0
2.40822 , 0.094489
-4.2191 , 1.51273
4.47534 , 9.20881
18.4465 , 8.16323
30.3108 , 6.69932
1.58926 , -1.37231

0.153184 , 0.987577
-0.0652874 , 1.6804
0 , 0
1.59986 , 1.46646
-5.05767 , 1.65666
3.40632 , 9.89506
17.5874 , 8.94353
29.5065 , 7.44852
1.45584 , -0.73231

-0.749191 , 0.649786
-1.43273 , 0.403066
0 , 0
0.254865 , 1.79547
-5.99754 , 0.885235
2.19627 , 9.66013
16.5885 , 8.81197
28.5639 , 7.28674
1.05708 , -0.829293

-0.946267 , -0.297136
-0.665977 , -0.963247
0 , 0
-0.662229 , 1.19873
-6.19589 , -0.496941
1.68809 , 8.80548
16.2925 , 8.07011
28.3255 , 6.51558
1.22206 , -1.41788

-0.253752 , -0.966861
0.393571 , -0.645017
0 , 0
-0.76827 , 0.465206
-5.46843 , -1.60054
2.06644 , 8.21733
16.8837 , 7.60426
28.9757 , 6.02137
2.12751 , -1.65161

0.676327 , -0.747059
0.320205 , -0.113353
0 , 0
-0.494053 , 0.224218
-4.46743 , -1.81025
2.67964 , 8.50789
17.7101 , 8.02672
29.8624 , 6.41643
3.11377 , -0.950726

0.997823 , 0.148271
0.379863 , -0.233178
0 , 0
-0.503462 , 0.389122
-4.03949 , -1.33709
2.68193 , 9.46307
17.9254 , 9.12345
30.1394 , 7.48675
3.32458 , 0.439176

0.42166 , 0.908797
0.833971 , 0.315751
0 , 0
-0.993411 , 0.352296
-4.47441 , -0.988478
1.78462 , 10.2725
17.2408 , 10.0841
29.5178 , 8.42201
2.45694 , 1.6705

-0.537153 , 0.835419
0.0298407 , 1.28477
0 , 0
-1.47292 , -0.363871
-5.25816 , -1.46066
0.503075 , 10.2369
16.1711 , 10.2096
28.5125 , 8.52309
1.00836 , 1.99094

-0.990725 , -0.0185298
-1.46927 , 0.529062
0 , 0
-1.18752 , -1.52786
-5.50402 , -2.69753
-0.274433 , 9.40972
15.6043 , 9.55316
28.0114 , 7.84334
-0.147739 , 1.3637

-0.511339 , -0.856058
-1.03725 , -1.35597
0 , 0
0.0854117 , -2.25736
