0 6.32456 0 3.16228
0.0631213 6.31215 0.000166094 3.16229
0.125508 6.27485 0.00131033 3.16253
0.186478 6.21247 0.00432237 3.16345
0.245441 6.12494 0.00993829 3.16556
0.301912 6.01254 0.0187106 3.1692
0.35551 5.87602 0.0310105 3.17428
0.405939 5.7167 0.0470503 3.18027
0.452974 5.53637 0.0669156 3.18618
0.496436 5.33724 0.090597 3.19069
0.536185 5.1218 0.118018 3.19217
0.572104 4.89265 0.149058 3.18891
0.604099 4.65247 0.183568 3.17912
0.632093 4.40383 0.221383 3.16114
0.656026 4.14916 0.262332 3.13345
0.67586 3.89065 0.306234 3.09476
0.691582 3.63018 0.352903 3.04412
0.703215 3.3693 0.402139 2.98094
0.710821 3.10914 0.453715 2.90508
0.714519 2.85041 0.507359 2.81684
0.714495 2.59344 0.562743 2.71696
0.71101 2.33818 0.619455 2.60661
0.704406 2.08436 0.676999 2.4872
0.695092 1.83164 0.734797 2.36027
0.683524 1.57979 0.792215 2.22725
0.670167 1.32882 0.848603 2.0893
0.655457 1.07905 0.903348 1.94726
0.639768 0.831072 0.955906 1.80166
0.623396 0.585628 1.00583 1.65276
0.60655 0.343544 1.05279 1.50071
0.589366 0.105625 1.09652 1.34556
0.571917 -0.127379 1.13685 1.18738
0.55423 -0.354791 1.17366 1.02621
0.536301 -0.575995 1.20687 0.862104
0.518109 -0.790418 1.23642 0.695111
0.499621 -0.997514 1.26227 0.525249
0.480806 -1.19675 1.28438 0.35251
0.461635 -1.38758 1.30272 0.176852
0.442089 -1.56949 1.31725 -0.00179887
0.422162 -1.74193 1.32793 -0.183543
0.401861 -1.90439 1.33472 -0.368494
0.38121 -2.05637 1.33757 -0.556762
0.360254 -2.1974 1.33643 -0.748437
0.339054 -2.32711 1.33125 -0.94356
0.317695 -2.44519 1.32196 -1.1421
0.296283 -2.55147 1.30852 -1.34393
0.274947 -2.64592 1.29087 -1.54878
0.253841 -2.72868 1.26894 -1.75622
0.23314 -2.80013 1.24269 -1.96564
0.213045 -2.86086 1.21205 -2.17618
0.193779 -2.91175 1.17696 -2.38675
0.17559 -2.95396 1.13736 -2.59598
0.158747 -2.98893 1.09319 -2.80222
0.14354 -3.01842 1.04435 -3.00353
0.130277 -3.04446 0.990758 -3.19771
0.119283 -3.06932 0.932292 -3.38231
0.110892 -3.09542 0.868818 -3.55476
0.105439 -3.12521 0.800182 -3.71244
0.10324 -3.16094 0.726223 -3.85295
0.104567 -3.20434 0.646796 -3.97435
0.109587 -3.25622 0.561841 -4.07565
0.118275 -3.31597 0.471481 -4.15722
0.130291 -3.38126 0.37619 -4.22107
0.144844 -3.44843 0.276965 -4.27049
0.160641 -3.51392 0.175412 -4.30858
0.176022 -3.57626 0.0735871 -4.33627
0.189298 -3.63716 -0.0264175 -4.35124
0.199097 -3.70052 -0.122903 -4.34898
0.204537 -3.77031 -0.214762 -4.32491
0.205195 -3.84903 -0.301418 -4.276
0.200984 -3.93717 -0.382652 -4.20127
0.192024 -4.03353 -0.458433 -4.10152
0.178554 -4.13566 -0.52881 -3.97882
0.160872 -4.24038 -0.593846 -3.83605
0.139301 -4.34413 -0.653589 -3.6765
0.114176 -4.44322 -0.708062 -3.50365
0.085826 -4.53402 -0.757263 -3.32093
0.0545696 -4.61312 -0.801173 -3.13164
0.0207099 -4.67736 -0.839758 -2.93881
-0.0154701 -4.72396 -0.872981 -2.74519
-0.0537107 -4.7505 -0.900805 -2.55318
-0.0937776 -4.75503 -0.923198 -2.36479
-0.135463 -4.736 -0.940141 -2.18168
-0.178587 -4.69233 -0.951625 -2.00509
-0.222992 -4.62338 -0.957664 -1.83589
-0.268544 -4.529 -0.958293 -1.67455
-0.315121 -4.40952 -0.953575 -1.52114
-0.362603 -4.26574 -0.943619 -1.37533
-0.41086 -4.09903 -0.928586 -1.23636
-0.459724 -3.91125 -0.908723 -1.10305
-0.508971 -3.70478 -0.884382 -0.973866
-0.558285 -3.48238 -0.856058 -0.847021
-0.607242 -3.24696 -0.824409 -0.720708
-0.655301 -3.00124 -0.790252 -0.59345
-0.701833 -2.74738 -0.754521 -0.464451
-0.746171 -2.48668 -0.718183 -0.333832
-0.787688 -2.21958 -0.682133 -0.202586
-0.825854 -1.94591 -0.647105 -0.07228
-0.860272 -1.66528 -0.613631 0.0553597
-0.890677 -1.37735 -0.582044 0.178793
-0.916914 -1.08207 -0.552513 0.296862
-0.938912 -0.77969 -0.525092 0.408837
-0.95665 -0.470736 -0.499765 0.514377
-0.970137 -0.155966 -0.476481 0.613455
-0.9794 0.163703 -0.455182 0.706277
-0.984469 0.487236 -0.435819 0.793225
-0.98537 0.813506 -0.418362 0.874813
-0.982128 1.1413 -0.40281 0.951664
-0.974759 1.46934 -0.389194 1.02449
-0.963269 1.79622 -0.377575 1.0941
-0.947659 2.12047 -0.368049 1.16139
-0.927917 2.44049 -0.36074 1.22731
-0.904029 2.75459 -0.355804 1.2929
-0.87597 3.06097 -0.353413 1.35922
-0.843717 3.3578 -0.353754 1.42732
-0.807247 3.64325 -0.357012 1.49817
-0.766557 3.9156 -0.363346 1.57254
-0.721676 4.17335 -0.372856 1.65085
-0.672695 4.41542 -0.385538 1.73305
-0.619806 4.6412 -0.401223 1.81848
-0.563343 4.8506 -0.419505 1.90591
-0.503821 5.04382 -0.439692 1.99374
-0.441937 5.22091 -0.460798 2.08049
-0.37853 5.38126 -0.481606 2.16548
-0.314493 5.5232 -0.500806 2.24914
-0.250669 5.64413 -0.517161 2.33303
-0.187771 5.741 -0.529633 2.41938
-0.126353 5.81101 -0.537441 2.51037
-0.0668274 5.85201 -0.540053 2.60774
-0.00949661 5.86285 -0.537145 2.71239
0.0454066 5.84336 -0.528553 2.82441
0.0976863 5.79431 -0.514226 2.94306
0.14716 5.71727 -0.49419 3.06691
0.193646 5.61451 -0.468524 3.19392
0.236951 5.48884 -0.437341 3.3216
0.276874 5.34347 -0.400773 3.44709
0.313199 5.18193 -0.358962 3.56728
0.345706 5.00795 -0.312046 3.67893
0.374172 4.8253 -0.260157 3.77877
0.398376 4.63769 -0.203414 3.86366
0.418115 4.44861 -0.141921 3.93073
0.433214 4.26114 -0.075778 3.97756
0.443551 4.07772 -0.00509914 4.00243
0.449092 3.89995 0.0699496 4.00458
0.449939 3.72827 0.149088 3.98443
0.446395 3.56193 0.231834 3.94375
0.439025 3.39908 0.31742 3.88547
0.428681 3.23742 0.40474 3.81306
0.416442 3.07519 0.492412 3.72952
0.403465 2.9119 0.578957 3.63652
0.390795 2.74852 0.66303 3.53427
0.379222 2.58678 0.7436 3.42205
0.369239 2.42845 0.819995 3.29902
0.36107 2.27472 0.891858 3.1648
0.354748 2.12605 0.959054 3.01961
0.350174 1.98226 1.02159 2.86421
0.347177 1.84277 1.07953 2.69973
0.345546 1.70673 1.133 2.5275
0.345055 1.5732 1.18211 2.34887
0.345478 1.44126 1.22699 2.16514
0.346595 1.3101 1.26773 1.97752
0.348199 1.17903 1.30443 1.78703
0.350099 1.0475 1.33718 1.59455
0.352123 0.915133 1.36604 1.40078
0.354114 0.781699 1.39108 1.20625
0.355939 0.64711 1.41235 1.01135
0.357481 0.511402 1.42988 0.816351
0.358646 0.374724 1.4437 0.621387
0.359359 0.237311 1.45385 0.42651
0.359565 0.0994672 1.46034 0.231703
0.359229 -0.0384548 1.46318 0.0368957
0.358338 -0.176077 1.46237 -0.158008
0.356899 -0.313017 1.4579 -0.353109
0.354938 -0.448909 1.44978 -0.548493
0.352502 -0.583428 1.43798 -0.744203
0.349661 -0.716307 1.42248 -0.940222
0.346503 -0.847364 1.40324 -1.13645
0.343136 -0.97652 1.38023 -1.33268
0.339691 -1.10382 1.35341 -1.52857
0.336316 -1.22944 1.3227 -1.72365
0.333181 -1.35374 1.28806 -1.91728
0.330473 -1.47721 1.2494 -2.10862
0.3284 -1.60054 1.20663 -2.29669
0.327182 -1.72457 1.15965 -2.48031
0.327053 -1.85025 1.10834 -2.65815
0.328253 -1.97865 1.05257 -2.82877
0.33102 -2.11082 0.992229 -2.99072
0.33557 -2.24768 0.927188 -3.14259
0.342073 -2.38982 0.857374 -3.28328
0.350609 -2.53732 0.782802 -3.41213
0.361109 -2.68949 0.703648 -3.52911
0.373275 -2.84486 0.620352 -3.63493
0.386509 -3.0014 0.533708 -3.73065
0.399896 -3.15732 0.444895 -3.81705
0.412281 -3.31194 0.355392 -3.89365
0.422445 -3.46623 0.266745 -3.95829
0.429314 -3.62243 0.180327 -4.00754
0.432094 -3.783 0.0971686 -4.0378
0.430298 -3.94966 0.0179499 -4.04633
0.423697 -4.12288 -0.0569304 -4.0317
0.41225 -4.30183 -0.127252 -3.99391
0.396041 -4.48458 -0.192889 -3.93413
0.375226 -4.66841 -0.253751 -3.85441
0.350006 -4.85001 -0.309752 -3.75743
0.320606 -5.02574 -0.360795 -3.64624
0.287261 -5.19182 -0.406767 -3.52414
0.250204 -5.34443 -0.447541 -3.39445
0.209666 -5.47988 -0.482981 -3.26043
0.165864 -5.59471 -0.512955 -3.12517
0.119005 -5.68581 -0.537335 -2.99146
0.0692794 -5.75053 -0.556016 -2.86172
0.0168679 -5.78677 -0.568927 -2.73784
-0.0380515 -5.79314 -0.576048 -2.62113
-0.0952887 -5.76908 -0.577437 -2.51219
-0.154618 -5.71496 -0.573263 -2.41081
-0.215743 -5.63215 -0.563853 -2.3159
-0.278261 -5.52298 -0.549743 -2.22565
-0.34162 -5.39045 -0.531716 -2.13771
-0.40511 -5.23775 -0.510816 -2.04981
-0.467891 -5.06757 -0.488285 -1.96035
-0.529068 -4.88163 -0.465435 -1.8689
-0.587806 -4.68055 -0.443483 -1.77621
-0.64341 -4.4642 -0.423411 -1.68385
-0.695377 -4.23233 -0.405902 -1.59349
-0.743382 -3.98495 -0.391348 -1.50646
-0.787244 -3.7226 -0.37991 -1.4235
-0.826883 -3.4463 -0.371584 -1.34472
-0.862279 -3.15745 -0.366261 -1.26976
-0.893445 -2.85769 -0.363781 -1.19792
-0.920409 -2.54877 -0.36396 -1.12832
-0.943204 -2.23243 -0.366611 -1.05994
-0.961856 -1.91039 -0.371565 -0.991793
-0.976388 -1.58429 -0.378674 -0.922887
-0.986812 -1.25564 -0.387819 -0.852294
-0.993133 -0.9259 -0.398912 -0.779151
-0.995346 -0.596413 -0.411899 -0.702661
-0.993434 -0.268464 -0.426761 -0.622102
-0.987375 0.0567317 -0.443509 -0.536823
-0.977139 0.378015 -0.462186 -0.446258
-0.962692 0.694293 -0.482857 -0.34995
-0.944 1.00457 -0.505599 -0.247586
-0.921042 1.30796 -0.53049 -0.139057
-0.893819 1.6038 -0.557579 -0.0245424
-0.862378 1.89168 -0.586857 0.0954043
-0.826841 2.17152 -0.618207 0.219786
-0.787434 2.44356 -0.651357 0.347165
-0.744519 2.7082 -0.685829 0.47581
-0.698604 2.96573 -0.720924 0.604023
-0.650317 3.21592 -0.755748 0.730577
-0.600353 3.45767 -0.789297 0.855114
-0.549391 3.68894 -0.820563 0.978279
-0.498032 3.90698 -0.848646 1.10154
-0.446757 4.10873 -0.872807 1.2268
-0.395927 4.29123 -0.892486 1.35603
-0.3458 4.45194 -0.907284 1.49092
-0.296567 4.58884 -0.916926 1.63277
-0.248373 4.70051 -0.921236 1.78243
-0.201347 4.78614 -0.9201 1.94023
-0.155617 4.84544 -0.913456 2.10608
-0.111323 4.87869 -0.901275 2.27942
-0.0686248 4.88665 -0.883554 2.45929
-0.0277076 4.87057 -0.86031 2.64428
0.0112185 4.83219 -0.831576 2.83261
0.0479167 4.77366 -0.797396 3.02209
0.0821253 4.69759 -0.757816 3.21016
0.113561 4.60696 -0.712888 3.39395
0.14192 4.50507 -0.662651 3.57027
0.166887 4.39549 -0.607135 3.73575
0.188137 4.28194 -0.546348 3.8869
0.205345 4.16812 -0.480271 4.02027
0.218199 4.05756 -0.408867 4.13264
0.226422 3.95331 -0.332086 4.22134
0.22981 3.85754 -0.249907 4.28461
0.228296 3.77107 -0.162411 4.32211
0.222047 3.69295 -0.0699011 4.33534
0.211593 3.62032 0.0269209 4.3278
0.197934 3.54912 0.126807 4.3042
0.182518 3.47593 0.227959 4.26867
0.167029 3.39982 0.32829 4.22283
0.153026 3.3228 0.425864 4.16527
0.141658 3.24848 0.519245 4.09288
0.133587 3.18017 0.60759 4.00281
0.129063 3.11972 0.690526 3.89354
0.128057 3.0674 0.767986 3.76508
0.130375 3.02222 0.840055 3.61867
0.135739 2.98239 0.906883 3.45631
0.14383 2.94574 0.968634 3.28039
0.154321 2.90993 1.02546 3.09342
0.166883 2.8727 1.0775 2.89784
0.181204 2.83199 1.12486 2.69593
0.196985 2.78593 1.16764 2.48972
0.213948 2.73297 1.20593 2.281
0.231833 2.67183 1.2398 2.07125
0.250406 2.60149 1.26931 1.8617
0.269454 2.52125 1.29453 1.65332
0.288787 2.4306 1.31551 1.44684
0.308239 2.32929 1.33232 1.24279
0.327667 2.21726 1.345 1.04152
0.346952 2.09458 1.35363 0.843241
0.365996 1.96148 1.35824 0.64803
0.384723 1.81828 1.3589 0.455893
0.403079 1.66538 1.35565 0.266772
0.421029 1.50323 1.34854 0.0805741
0.438557 1.3323 1.33761 -0.102802
0.455665 1.15309 1.32288 -0.28345
0.472369 0.966057 1.30441 -0.461435
0.488699 0.771684 1.2822 -0.636789
0.504697 0.570415 1.25628 -0.809492
0.520413 0.362679 1.22667 -0.979481
0.535896 0.148897 1.19338 -1.14664
0.551196 -0.0705058 1.15646 -1.31083
0.566348 -0.295078 1.11594 -1.47187
0.581365 -0.524316 1.07189 -1.62958
0.596223 -0.757645 1.02443 -1.7838
0.610843 -0.994403 0.97376 -1.93437
0.625074 -1.23386 0.920135 -2.08114
0.63868 -1.47525 0.863935 -2.22386
0.651329 -1.71792 0.805648 -2.36216
0.662607 -1.96138 0.745869 -2.49538
0.672034 -2.20544 0.685265 -2.62255
0.679113 -2.45024 0.624526 -2.74231
0.683369 -2.69611 0.564315 -2.85311
0.684383 -2.94347 0.505226 -2.95337
0.681823 -3.19254 0.447757 -3.04167
0.67544 -3.44328 0.392313 -3.11699
0.665069 -3.69517 0.33922 -3.17876
0.650612 -3.94728 0.288743 -3.22692
0.632029 -4.19819 0.241108 -3.2619
0.60932 -4.44609 0.196515 -3.28457
0.582519 -4.68883 0.155152 -3.29618
0.551684 -4.92396 0.117199 -3.29828
0.516896 -5.14884 0.0828285 -3.29263
0.478252 -5.36073 0.052199 -3.2811
0.435868 -5.55685 0.0254486 -3.26561
0.389881 -5.73458 0.00267897 -3.24795
0.340458 -5.8915 -0.0160628 -3.22973
0.287807 -6.02559 -0.0308097 -3.21218
0.232188 -6.13532 -0.0417048 -3.19614
0.173941 -6.21973 -0.049034 -3.18191
0.113498 -6.27844 -0.0532555 -3.16934
0.051398 -6.31153 -0.0550159 -3.15792
-0.0117164 -6.31938 -0.0551387 -3.14706
-0.0751259 -6.30235 -0.0545781 -3.13633
-0.138081 -6.26064 -0.054339 -3.12565
-0.199858 -6.19429 -0.0553825 -3.11532
-0.259811 -6.10327 -0.0585437 -3.10587
-0.317396 -5.98775 -0.0644804 -3.09775
-0.372183 -5.84831 -0.0736592 -3.09115
-0.42384 -5.686 -0.0863696 -3.08584
-0.472116 -5.50242 -0.102755 -3.0811
-0.516823 -5.29956 -0.122845 -3.07583
-0.557814 -5.07975 -0.146589 -3.06865
-0.594973 -4.84551 -0.173882 -3.05794
-0.628208 -4.59942 -0.204586 -3.04204
-0.657442 -4.34404 -0.238541 -3.01932
-0.682617 -4.08178 -0.275582 -2.98826
-0.703688 -3.8149 -0.315537 -2.94753
-0.720632 -3.54537 -0.358234 -2.89606
-0.733449 -3.27486 -0.403495 -2.83311
-0.742172 -3.0047 -0.451129 -2.7583
-0.746875 -2.73584 -0.500918 -2.67166
-0.747685 -2.46884 -0.552603 -2.57365
-0.744793 -2.20387 -0.605862 -2.46515
-0.738464 -1.94083 -0.660294 -2.34739
-0.729039 -1.67941 -0.715412 -2.22182
-0.716923 -1.41929 -0.770649 -2.08994
-0.702563 -1.16031 -0.825388 -1.9531
-0.686408 -0.902585 -0.878998 -1.81239
-0.668881 -0.646538 -0.930883 -1.6685
-0.650342 -0.392873 -0.980518 -1.52185
-0.631074 -0.142468 -1.02747 -1.37255
-0.611282 0.103731 -1.07141 -1.22063
-0.591101 0.344786 -1.11207 -1.06601
-0.570606 0.579815 -1.14929 -0.908591
-0.549834 0.808007 -1.18293 -0.748297
-0.528791 1.02861 -1.21291 -0.585042
-0.507468 1.24094 -1.23914 -0.418739
-0.48585 1.44432 -1.26159 -0.249291
-0.463922 1.63812 -1.28018 -0.0765849
-0.441675 1.82173 -1.29489 0.0995066
-0.41911 1.99457 -1.30566 0.279121
-0.396242 2.15606 -1.31243 0.462397
-0.373103 2.30568 -1.31516 0.649454
-0.349742 2.44299 -1.31379 0.840379
-0.32623 2.5676 -1.30827 1.03519
-0.302657 2.67924 -1.29853 1.23384
-0.279137 2.7778 -1.28453 1.43613
-0.255808 2.8633 -1.26619 1.64174
-0.232832 2.93601 -1.24348 1.85016
-0.210395 2.99639 -1.21633 2.06066
-0.188708 3.04519 -1.1847 2.27228
-0.168004 3.08343 -1.14852 2.48377
-0.148543 3.11245 -1.10773 2.69362
-0.130603 3.13389 -1.06228 2.9
-0.114488 3.14971 -1.01208 3.10081
-0.100516 3.16215 -0.957039 3.29365
-0.0890215 3.17368 -0.897047 3.47593
-0.0803484 3.1869 -0.831967 3.6449
-0.0748388 3.20441 -0.76164 3.79786
-0.0728143 3.22855 -0.685902 3.93235
-0.074541 3.26104 -0.604614 4.04651
-0.0801684 3.3025 -0.517726 4.13956
-0.0896304 3.35199 -0.425407 4.21227
-0.102507 3.40672 -0.328213 4.2672
-0.117892 3.46264 -0.227277 4.3081
-0.13436 3.51614 -0.12436 4.33819
-0.150159 3.56622 -0.0216261 4.358
-0.163585 3.61526 0.0788188 4.36465
-0.173324 3.66756 0.175354 4.3533
-0.178584 3.72713 0.266983 4.31944
-0.179028 3.79618 0.353233 4.26038
-0.174634 3.87492 0.433954 4.17552
-0.165566 3.96185 0.509166 4.066
-0.152095 4.05438 0.578945 3.93411
-0.134537 4.14922 0.643371 3.78286
-0.113231 4.24281 0.702507 3.61561
-0.0885183 4.33151 0.756387 3.43581
-0.0607346 4.41181 0.805019 3.24685
-0.0302024 4.48039 0.848395 3.05191
0.00277293 4.53429 0.886492 2.85394
0.0379075 4.57087 0.919285 2.65553
0.0749415 4.58789 0.946747 2.45893
0.113641 4.58356 0.968859 2.26605
0.1538 4.55647 0.98561 2.0784
0.195238 4.50566 0.997002 1.89714
0.237804 4.43059 1.00305 1.72307
0.281366 4.33112 1.0038 1.55662
0.32581 4.20756 0.999292 1.39789
0.371031 4.06064 0.989633 1.24663
0.41692 3.89153 0.974952 1.10222
0.463345 3.70189 0.955448 0.96369
0.51013 3.49379 0.931401 0.829742
0.557031 3.26972 0.903209 0.698802
0.603706 3.03239 0.871411 0.569189
0.649705 2.78451 0.836697 0.439367
